"","company","reviewer","date","rate","comment"
"4171","APPLE","Syd V",2019-04-21,"1","I FRICKING HATE THIS PHONE COMPANY!!"
"4172","APPLE","Brent Frederick",2019-04-19,"2","This new update is awful"
"4173","APPLE","Mandy Walker",2019-04-18,"1","Bought a pink case for my iPhone 8+ on…"
"4174","APPLE","melinda duk",2019-04-18,"3","was ok but they dnt know a lot"
"4175","APPLE","Hamish A",2019-04-18,"1","A very unhappy iMac customer."
"4176","APPLE","Charles Yuen",2019-04-17,"1","Apple support service is terrible"
"4177","APPLE","Sutton",2019-04-17,"1","Called apple customer service"
"4178","APPLE","Gary L.",2019-04-16,"5","Do yourself a favor and go with Apple"
"4179","APPLE","Daniel  McAllister",2019-04-16,"1","Each apple keeps falling further from the tree."
"4180","APPLE","Luke Poljak",2019-04-15,"1","First and only apple phone"
"4181","APPLE","Marcus Ball",2019-04-15,"3","I prefer Apple and iPhones than Android…"
"4182","APPLE","CJ Cardillo",2019-04-15,"1","Sucksscrew apple"
"4183","APPLE","Owen Baxter",2019-04-14,"4","Good But Could be Better"
"4184","APPLE","Mira",2019-04-14,"1","NEVER ever buy a product from apple as…"
"4185","APPLE","Lawrence Wu",2019-04-13,"1","Service is now a rip off"
"4186","APPLE","Nick Kolonko",2019-04-13,"1","Buyers Beware!"
"4187","APPLE","Miss a hobday",2019-04-12,"1","Zero stars"
"4188","APPLE","A Martin",2019-04-12,"5","excellent customer care"
"4189","APPLE","Darren Bell",2019-04-12,"1","Your staff in La Canada Marbella are rude"
"4190","APPLE","F Young",2019-04-12,"5","Some ups and downs but I’ve been having…"
"4191","APPLE","Sarah",2019-04-11,"1","Apple is the worst unorganized"
"4192","APPLE","Robert Schrack",2019-04-10,"1","I bought a iPhone X at a cost of $1000"
"4193","APPLE","cyril mekhail",2019-04-10,"1","B.S $349 Apple Care"
"4194","APPLE","Drimba Valentin",2019-04-10,"5","Best customer service  ...best service…"
"4195","APPLE","Cyndie Heap",2019-04-10,"1","Apple has gone way downhill"
"4196","APPLE","Kavin",2019-04-08,"4","Team iPhone!!"
"4197","APPLE","Barb",2019-04-08,"1","Verify YOUR Phone if it new or…"
"4198","APPLE","johnel ruszki",2019-04-08,"1","Most pathetic cult existing"
"4199","APPLE","Miriam",2019-04-06,"1","Very disappointed with Apple…"
"4200","APPLE","Hukum Dhami",2019-04-06,"1","I am not satisfied with the quality of…"
"4201","APPLE","Jonah",2019-04-04,"3","I am prefacing this review by stating…"
"4202","APPLE","STEVEJOBS GIAPLETUAN",2019-04-04,"5","STEVE JOBS SAID HE IS GIAPLETUAN AND HE…"
"4203","APPLE","Louis Jacobs",2019-04-04,"5","Have been using my iPhone XR for a…"
"4204","APPLE","Andreas",2019-04-04,"1","Basic fact: A laptop needs a functioning keyboard"
"4205","APPLE","Mark Papa",2019-04-04,"1","sucks my iPhone is locked and they cant…"
"4206","APPLE","Brett W",2019-04-04,"1","Apple Store Canberra has no expertise or usefulness"
"4207","APPLE","Jason James",2019-04-04,"1","Apple refused to give me information on…"
"4208","APPLE","Phillip Delgado",2019-04-03,"1","bad phone and bad inconvenient process to recover your password"
"4209","APPLE","Arlene Cintron",2019-04-02,"1","Be careful ordering anything from…"
"4210","APPLE","Chaise Edwards",2019-04-02,"1","I have used apple for all of my college…"
"4211","APPLE","Lauren",2019-04-02,"1","Apple watched screen popped out in less than a year..."
"4212","APPLE","coles69coles",2019-04-01,"1","updates are only for chosen iphones"
"4213","APPLE","Matt Venning",2019-03-31,"1","Apple tried to rip me off"
"4214","APPLE","Katie",2019-03-28,"1","APPLE IS TERRIBLE"
"4215","APPLE","Lori Colameco",2019-03-28,"5","Just got my AirPods 2 I LOVE THEM!!"
"4216","APPLE","ltanan",2019-03-27,"4","Best value for Mobile"
"4217","APPLE","Noadia Henrique",2019-03-26,"1","I would like to tell you the horrible…"
"4218","APPLE","richa",2019-03-24,"1","HORRIBLE EXPERIENCE WITH APPLE HELP CENTER"
"4219","APPLE","Carmen",2019-03-22,"1","APPLE SUCKS!"
"4220","APPLE","Ben",2019-03-22,"1","Shocking...My IPhone came back after it was repaired in awful cosmetic condition"
"4221","APPLE","Rosa Rangel",2019-03-21,"1","Iphone 8 Sucks!"
"4222","APPLE","Benedict Smith",2019-03-20,"1","Wont refund me for overcharges"
"4223","APPLE","Abid",2019-03-20,"1","Brand New Apple iMac 5k £2,300 - Flickering Screen (they will ignore you)"
"4224","APPLE","Robert Arnold",2019-03-19,"1","Very poor help"
"4225","APPLE","Chris",2019-03-18,"5","Fast and easy to use"
"4226","APPLE","Craig Black",2019-03-18,"1","DONT EVER BUY BEATS!!!!!"
"4227","APPLE","Danielle Clark",2019-03-18,"1","Sorry that there is not a less than 1…"
"4228","APPLE","Tim",2019-03-17,"4","After 6 years my iPad 3 was still…"
"4229","APPLE","Elaine Briani",2019-03-17,"1","IF I COULD GIVE A NEGATIVE 10 FOR THIS…"
"4230","APPLE","Emily",2019-03-16,"3","Apple products have gone unmatched…"
"4231","APPLE","Kyle Grahn",2019-03-15,"2","Not compatible with enough brands."
"4232","APPLE","Michael Fassbender",2019-03-15,"1","These people turner from an innovating…"
"4233","APPLE","Amanda Martin",2019-03-15,"1","If I could give a zero I would!!!!"
"4234","APPLE","Summer Myers",2019-03-14,"1","If I could give zero stars I would"
"4235","APPLE","Anesa",2019-03-12,"1","Locked out of Apple ID and there’s…"
"4236","APPLE","Donna",2019-03-10,"1","Apple Customer Service needs to provide SERVICE to their CUSTOMERS."
"4237","APPLE","Khdir Omer",2019-03-10,"1","Very poor and unhealthy customer…"
"4238","APPLE","Dave",2019-03-10,"5","Kudos"
"4239","APPLE","Grisel Rodriguez",2019-03-09,"1","Purchased an iphone 7 and not even a…"
"4240","APPLE","Kalia Marx",2019-03-08,"1","Pay for storage? iTunes deleting my music files... What the...?"
"4241","APPLE","Mgraz123",2019-03-08,"1","I’m going on a trip to London and I…"
"4242","APPLE","Petrus",2019-03-08,"1","hei  gais I hav bai poen and   it verI…"
"4243","APPLE","Robin",2019-03-08,"1","scammer"
"4244","APPLE","Carl Griffiths",2019-03-08,"1","I’ve left Apple after 10 Years."
"4245","APPLE","Lindsay Stager",2019-03-07,"1","If you need a working computer don't come here"
"4246","APPLE","Jay Fleisher",2019-03-07,"3","Some apps are satisfactory but others are unsatisfactory."
"4247","APPLE","kelly",2019-03-06,"1","Apple is consistently disappointing…"
"4248","APPLE","Brandon",2019-03-06,"1","unacceptable"
"4249","APPLE","Corieon Downing",2019-03-05,"1","These phones are the worst"
"4250","APPLE","Emillio Gonzalez",2019-03-05,"1","Trash Iphone"
"4251","APPLE","Veexohh",2019-03-05,"1","I hate the iPhone X bcuz it’s Face ID…"
"4252","APPLE","B2 MAN",2019-03-04,"1","why asking again agin again again f,,,,k"
"4253","APPLE","Sue Smith",2019-03-03,"1","They suck and the one they put on the…"
"4254","APPLE","Rooster",2019-03-03,"1","apple fix your problems."
"4255","APPLE","Gamer Guy",2019-03-03,"1","Apple in a nutshell"
"4256","APPLE","Wendy Samantha",2019-03-03,"4","Flawless website"
"4257","APPLE","Nuno",2019-03-01,"1","iPhone X pealing"
"4258","APPLE","Randy Braunschweig",2019-03-01,"1","Do not buy the Apple Xs iPhone"
"4259","APPLE","Maggi Sharma",2019-02-28,"1","I bought an Apple iPhone charger for…"
"4260","APPLE","Senna",2019-02-28,"5","I am blessed"
"4261","APPLE","Devoe Watson",2019-02-28,"1","Liars - and I have proof"
"4262","APPLE","Alex Mulvey",2019-02-28,"2","Richest company cheapest quality"
"4263","APPLE","felix",2019-02-27,"5","I have an iPhone 7 and a macbook air"
"4264","APPLE","Chandra",2019-02-25,"1","Terrible experience with customer…"
"4265","APPLE","Antonia",2019-02-25,"1","Worst experience ordering online ever!!"
"4266","APPLE","Darren",2019-02-24,"1","PLEASE"
"4267","APPLE","Mariad Dellachiessa",2019-02-23,"2","Apple"
"4268","APPLE","Ian palmer",2019-02-22,"1","Chinese make them"
"4269","APPLE","Hana Khalil",2019-02-22,"2","So i’ve has airpods for two weeks now…"
"4270","APPLE","Loren Tribue",2019-02-21,"1","Dear apple why must you follow samsungs…"
"4271","APPLE","Joel Voltin",2019-02-20,"1","Soon as my contract is up I’m out"
"4272","APPLE","Edd Durst",2019-02-20,"1","I have an iPhone 5s"
"4273","APPLE","Nick Taylor",2019-02-20,"4","Giving 4 stars as I own few apple…"
"4274","APPLE","TrustAdvisor",2019-02-19,"1","Need to Rant....."
"4275","APPLE","Ashley L",2019-02-18,"1","Fk Apple"
"4276","APPLE","Amir Lodhi",2019-02-18,"1","The worst company for support they will…"
"4277","APPLE","Roddy Aspin",2019-02-17,"1","I used to love apple but lately I’ve…"
"4278","APPLE","Iulia Maria",2019-02-17,"3","The Books app is awful.Even my grand…"
"4279","APPLE","James Clitheroe",2019-02-16,"1","Disgraceful customer service"
"4280","APPLE","Michael Koulakis",2019-02-16,"1","Apple SHOULD BE SHUT DOWN!!!!!!!!"
"4281","APPLE","Ariel Tumang",2019-02-15,"1","GUYS BEWARE"
"4282","APPLE","Kiana Hood",2019-02-14,"1","Poor Apple service"
"4283","APPLE","Nick",2019-02-13,"5","Seems by the reviews here I'm a minority...."
"4284","APPLE","Baron Fuller",2019-02-13,"1","Subscription services Scam"
"4285","APPLE","Phúc N Trân",2019-02-13,"1","Rude and racist Apple store managers at…"
"4286","APPLE","Haart landlady",2019-02-13,"1","Patronising Apple bot staff not helpful at Stratford City!"
"4287","APPLE","Sam",2019-02-12,"2","Happy to sell y something not very…"
"4288","APPLE","Bonnie Avey",2019-02-11,"1","Don’t make the same mistake we did"
"4289","APPLE","Rayna",2019-02-08,"1","Keystone Mall Indianapolis Location"
"4290","APPLE","Patricia",2019-02-07,"1","Apple Sucks"
"4291","APPLE","Sayeed",2019-02-07,"1",">1 Month for Refund Check"
"4292","APPLE","Ayaan",2019-02-07,"1","freezing"
"4293","APPLE","Duarte",2019-02-07,"1","Worst experience I ever had.."
"4294","APPLE","Moe",2019-02-07,"5","Really good customer service."
"4295","APPLE","scotland1",2019-02-05,"1","Deserve zero stars! One star is too generous. Awful customer service."
"4296","APPLE","Latonya Jefferies",2019-02-05,"1","Apple makes things way to complicated"
"4297","APPLE","Vadim Ross",2019-02-04,"1","They send you cancelled orders anyway!"
"4298","APPLE","Exynazz",2019-02-04,"1","Can’t even update my games without card info."
"4299","APPLE","Andrii Nehrych",2019-02-04,"5","I have been using Macbook Pro mid 15…"
"4300","APPLE","Aaron Sam Leigh",2019-02-03,"5","Had really good customer service of Sean from the Cardiff store"
"4301","APPLE","Tiawna McCray",2019-02-01,"4","Apple Review"
"4302","APPLE","Jeremy Barnes",2019-02-01,"2","Apple refuse to replace battery just because"
"4303","APPLE","Battlefield1",2019-02-01,"3","Apple needs to improve."
"4304","APPLE","Simon Horne",2019-02-01,"1","Very Disappointing"
"4305","APPLE","Emily O",2019-02-01,"1","Apple Inc spits on Steve Jobs legacy"
"4306","APPLE","Yugraj Singh",2019-02-01,"1","I bought my apple mac book pro in 2018…"
"4307","APPLE","Suzanne",2019-01-31,"2","Iphone and Ipad are now playing up…"
"4308","APPLE","Shahrukh Najeeb",2019-01-31,"1","Beware Apple - they will take all your money"
"4309","APPLE","Mike Barton",2019-01-30,"2","Apple quality and customer service just not the same these days"
"4310","APPLE","Lindsay Terra",2019-01-29,"4","I love Apple devices"
"4311","APPLE","Bhanu Yadav",2019-01-29,"1","My experience woth apple i phone 7 is…"
"4312","APPLE","Jesus",2019-01-29,"1","Poor company practices and over priced…"
"4313","APPLE","Leonora",2019-01-28,"2","So disappointed on the new iPhone XS"
"4314","APPLE","Blair Fraser",2019-01-28,"4","iPhone XS Max is  a real deal"
"4315","APPLE","m y thrower",2019-01-27,"5","THANKS APPLE"
"4316","APPLE","farlucios",2019-01-27,"1","Fallen out of love with Apple products"
"4317","APPLE","Brennan Morello",2019-01-27,"1","Horrible"
"4318","APPLE","Cameron Smith",2019-01-25,"1","Apple have ruined beats by dr Dre"
"4319","APPLE","elizabeth",2019-01-25,"1","Apple service HUGE disappointment!!!"
"4320","APPLE","Kris Christianson",2019-01-25,"1","aids over Apple"
"4321","APPLE","Raul Roca",2019-01-25,"1","MacPuff"
"4322","APPLE","J Winstanley",2019-01-24,"5","Products first class, service just as good."
"4323","APPLE","Pricope Doru",2019-01-24,"1","Stop buying Apple products!"
"4324","APPLE","Sven Adams",2019-01-24,"1","Disapointed with Apple"
"4325","APPLE","NiceGuy1",2019-01-24,"5","Excellent!"
"4326","APPLE","Melissa",2019-01-23,"1","BEWARE of updates"
"4327","APPLE","Joe Galvan",2019-01-22,"1","Do not buy"
"4328","APPLE","Diane Marie Clark",2019-01-22,"1","No longer cool to own an apple! It’s time to toss the rotten apples!"
"4329","APPLE","Benjamin Wantuck",2019-01-22,"4","Apple"
"4330","APPLE","Ray Young",2019-01-22,"1","So I bought I plain ticket to move"
"4331","APPLE","Jonathan Tillotson",2019-01-22,"1","I had one of the worst experiences ever…"
"4332","APPLE","Chad Claunch",2019-01-22,"1","Never again"
"4333","APPLE","Millen7",2019-01-21,"5","Track the activity of a smartphone from…"
"4334","APPLE","Daniel",2019-01-19,"1","Unbelievable!"
"4335","APPLE","Taylor Nicole Pettiford",2019-01-19,"1","Should have gotten an android"
"4336","APPLE","Kirsty",2019-01-19,"5","I had to call customer services as I…stupidly deleted all my photos"
"4337","APPLE","Savannah Burge",2019-01-19,"1","My apple phone went to crap after the…"
"4338","APPLE","nahid jalali naeini",2019-01-18,"1","My next phone would not be an iPhone"
"4339","APPLE","Kim Lightbody",2019-01-18,"1","would give 0 stars"
"4340","APPLE","Keiko Suzuki",2019-01-18,"5","Very impressed by the camera on my XS…"
"4341","APPLE","Laurie Peterson Sprague",2019-01-17,"1","Apple is no longer the quality it was"
"4342","APPLE","Estelle.Lau",2019-01-16,"3","Purchased an iPhone 7 Plus from Hong…"
"4343","APPLE","Paul",2019-01-15,"1","Apple treated us poorly over and over."
"4344","APPLE","Victor K",2019-01-14,"1","Avoid at all costs since at the moment…"
"4345","APPLE","ray nevill",2019-01-14,"1","Apple should change its name to Crapple."
"4346","APPLE","William Gibson",2019-01-14,"1","Problems with Apple 2017 21.5” iMac and  iPod Touch."
"4347","APPLE","madhav biyani",2019-01-13,"1","Worst experience with Apple. Please do not buy Apple products."
"4348","APPLE","Madison Pruitt",2019-01-11,"2","I had a really hard time canceling my…"
"4349","APPLE","Jonathan",2019-01-11,"1","Have been talking to apple to take the…"
"4350","APPLE","SkyBlue",2019-01-11,"1","Apple Regent Street London"
"4351","APPLE","gavon mcclain",2019-01-10,"4","My head phones are to different sizes"
"4352","APPLE","Justin",2019-01-09,"1","Bad customer service"
"4353","APPLE","Tammie Keney",2019-01-09,"1","I have an activation lock on my phone…"
"4354","APPLE","Sue Smith",2019-01-08,"1","XS Max is the worst lemon ever"
"4355","APPLE","David",2019-01-08,"1","Only way to challenge Apple is to pay for a good lawyer"
"4356","APPLE","alan hopkins",2019-01-07,"1","No longer the Apple of my eye"
"4357","APPLE","Ashley Broomfield",2019-01-07,"1","Employing a thug like Gucci Mane for…"
"4358","APPLE","John D. Schulz",2019-01-06,"1","A tale of trying to change an iphone password"
"4359","APPLE","Aleks Willi",2019-01-06,"2","Do not send the index finger emoji"
"4360","APPLE","ZmodoSalah",2019-01-04,"1","Literally bought a 1500$ phone and i…"
"4361","APPLE","Unicorn Rider",2019-01-04,"1","Needed my phone fixing as it gets very…Meadowhall"
"4362","APPLE","Cindy Lu",2019-01-04,"1","Apple products might as well be advertised as disposable and customer service is horrible."
"4363","APPLE","Manchester Trafford",2019-01-03,"1","EXTREMELY POOR SERVICE... APPLE GENIUS BAR TRAFFORD CENTER"
"4364","APPLE","Sebastian",2019-01-03,"1","It’s all about the money!"
"4365","APPLE","Jake W",2019-01-01,"1","When we arrived in time for our 5:10…"
"4366","APPLE","Lakeisha Slagowski",2018-12-31,"1","Bad Experience"
"4367","APPLE","Daniel Rutledge",2018-12-30,"5","Better yet best support."
"4368","APPLE","Eva Dorjkhand",2018-12-30,"1","WORST PRODUCT EVER!!!!!!!"
"4369","APPLE","John Horobetz",2018-12-29,"5","Hi my name is John from Hamilton…"
"4370","APPLE","frufru",2018-12-29,"2","the new keyboard design is terrible,"
"4371","APPLE","Leanna Gajraj",2018-12-28,"1","I had the worst experience with the…"
"4372","APPLE","Travis Tart",2018-12-28,"1","Apple customer service sucks"
"4373","APPLE","Annie Edge",2018-12-28,"2","Poor aftersale service"
"4374","APPLE","Xiomara Ortiz",2018-12-28,"1","What’s the point of the headphones?"
"4375","APPLE","Kay ray",2018-12-28,"1","Trouble Customer Service.."
"4376","APPLE","denisha richardson",2018-12-27,"2","No voicemail notifications just blank screen"
"4377","APPLE","Lasalette",2018-12-27,"2","Bad customer experience at Apple phone store"
"4378","APPLE","Jeannette",2018-12-27,"1","Apple Ruined My Phone/Bad Support"
"4379","APPLE","Nathan Wiginton",2018-12-24,"2","Good iPad, can't use iPod touch 6G any more."
"4380","APPLE","Lucy Dawson",2018-12-23,"3","Good...but deteriorating"
"4381","APPLE","Mitchell Goldenberg",2018-12-23,"1","Piece of crap never ever again"
"4382","APPLE","Bo Shang",2018-12-22,"5","This company is insanely reliable for…"
"4383","APPLE","T & T video's",2018-12-22,"2","I am done with apple iPhone I don't…"
"4384","APPLE","Masoud",2018-12-21,"1","Apple  iPhone 6s"
"4385","APPLE","Diane Gilreath Reese",2018-12-20,"1","They do not stand by their product and warranty"
"4386","APPLE","vasko",2018-12-20,"1","UNHAPPY"
"4387","APPLE","Totally A. Realname",2018-12-19,"1","Don't Be Fooled my Friends, Apple is Far Behind the Times"
"4388","APPLE","Amy Prince",2018-12-19,"1","Disgusting customer service!"
"4389","APPLE","Raz",2018-12-18,"5","Information (Quick Review)"
"4390","APPLE","Mao Zinhas",2018-12-18,"2","Outdated and overpriced!"
"4391","APPLE","Simba Mufasa",2018-12-17,"1","AppleCare didn’t cover my phone"
"4392","APPLE","sativa",2018-12-16,"1","My experience with the apple technology…"
"4393","APPLE","Peter Turner",2018-12-15,"1","soooo slow - not what you expect from a slick business"
"4394","APPLE","Debra Key",2018-12-15,"1","Everything about apple is terrible."
"4395","APPLE","Michelle Nygaard",2018-12-15,"1","If  I could leave them a negative I…"
"4396","APPLE","Jeff Levesque",2018-12-14,"1","Trash Battery Life"
"4397","APPLE","Tiffany Chenault Kvarda",2018-12-14,"1","Apple doesn't stand behind their products..."
"4398","APPLE","Thomas Friel",2018-12-13,"2","You are corrupt like the president of…"
"4399","APPLE","Jack",2018-12-12,"2","Great for a year"
"4400","APPLE","Michael S Cooper Hanover, Pa",2018-12-12,"1","I bought a new Iphone and paid over…"
"4401","APPLE","Joan Shaw",2018-12-11,"5","Love my iPhone"
"4402","APPLE","Tasha Buck",2018-12-11,"1","Left me without a phone with unwell newborn baby"
"4403","APPLE","Joanne Cramond",2018-12-10,"5","Excellent"
"4404","APPLE","dbr8685",2018-12-09,"1","I WILL NEVER BUY THIS CRAP AGAIN"
"4405","APPLE","Xavier Jean-Simon",2018-12-09,"5","Thank you Apple"
"4406","APPLE","Kristina H",2018-12-08,"1","DO NOT BUY APPLE PRODUCTS"
"4407","APPLE","ahmed salem",2018-12-08,"1","Worst customers service"
"4408","APPLE","Chris",2018-12-08,"1","A very bad experience with Apple Tech Service"
"4409","APPLE","Zachary",2018-12-07,"1","Not so genius ""Genius Bar"""
"4410","APPLE","Tim Manford",2018-12-06,"1","Rubbish Service !!!!!!!"
"4411","APPLE","Girish",2018-12-05,"1","2018 iPhone are worst phone design"
"4412","APPLE","Farrah",2018-12-05,"1","I am a true Apple product female but........"
"4413","APPLE","Rivinda",2018-12-04,"1","Rogue battery replacement services by apple"
"4414","APPLE","Tareq Mohamed",2018-12-04,"5","Apple Gives me Successful and active and made my life easier God Bless You All and God Bless America Blessings"
"4415","APPLE","Alex Weir",2018-12-04,"5","I have had a great experience with…"
"4416","APPLE","Asterix & Obelix",2018-12-04,"3","Advice"
"4417","APPLE","Kayla Miller",2018-12-03,"1","I hate Apple...strong word I know."
"4418","APPLE","Nina Nguyen",2018-12-03,"1","Awful customer services"
"4419","APPLE","Daniel Levi",2018-12-03,"1","Useless and unhelpful time wasters."
"4420","APPLE","Fox Stein",2018-12-03,"1","Absolutely aweful service"
"4421","APPLE","john sutcliffe",2018-12-01,"4","Just bought an iphone xs to find i have…"
"4422","APPLE","Ken",2018-12-01,"5","A young staff at Valley Fair was very…"
"4423","APPLE","Freek Monsuur",2018-11-30,"5","Great products and services"
"4424","APPLE","Stand-up Guy",2018-11-30,"1","Uncaring and staff that do not listen and give you stupid responses."
"4425","APPLE","Timothy Needham",2018-11-30,"1","They wasted my time and money"
"4426","APPLE","Lawrence Ansley",2018-11-30,"3","Products to expensive for what you get"
"4427","APPLE","Steven Bradley",2018-11-30,"1","I hate this company"
"4428","APPLE","Roman M",2018-11-30,"5","Great affordable prices"
"4429","APPLE","Philip Morris",2018-11-30,"2","Washed out...come back Steve!"
"4430","APPLE","Turtle Tuesday",2018-11-29,"1","I have a Mac book and it acts up so…"
"4431","APPLE","Jovanny Flores",2018-11-29,"1","I’ve had apple for 2 years now I…"
"4432","APPLE","Harsha Venigandla",2018-11-29,"1","I wish to give them minus stars if…"
"4433","APPLE","Adjo S.",2018-11-29,"1","I NEED THE HEADPHONE PORT FOR THE…"
"4434","APPLE","Lauren McDade",2018-11-28,"1","Such a greedy company"
"4435","APPLE","Victor",2018-11-28,"1","A greedy"
"4436","APPLE","susan young",2018-11-28,"1","Over rated Comapny doesnt care about its consumers"
"4437","APPLE","Helga",2018-11-28,"1","If I could give it 0 stars I would …"
"4438","APPLE","MICHAEL",2018-11-28,"1","I had an iphone6 which had a swollen…"
"4439","APPLE","Consumer in London",2018-11-28,"2","B to B customer service is non existent…"
"4440","APPLE","Steve",2018-11-28,"1","So I have had Apple devices for a long…"
"4441","APPLE","Chy",2018-11-27,"1","Reseting password"
"4442","APPLE","Adam.M 6",2018-11-27,"1","It's a Bad Company"
"4443","APPLE","Masar Alkaem",2018-11-27,"1","iOS update major failure"
"4444","APPLE","MSC",2018-11-27,"1","HORRIBLE Apple phone-support experience"
"4445","APPLE","Shaun",2018-11-27,"4","Happy with the products"
"4446","APPLE","Dave S.",2018-11-27,"1","Imagine going to an Apple retail store…"
"4447","APPLE","Marcia Weiser",2018-11-26,"1","I was looking to get an Apple phone"
"4448","APPLE","Galin Kolev",2018-11-26,"1","Do not bother wasting time with apple…"
"4449","APPLE","L'amour L'amour Maggie",2018-11-25,"1","I am extremely disappointed in the…"
"4450","APPLE","Niceday",2018-11-25,"1","Apple allowed someone to order in app…"
"4451","APPLE","RVS",2018-11-23,"1","Intellectual properties that you would never own."
"4452","APPLE","Ashton Davidson",2018-11-22,"1","Apple is a piece of **** to be honest"
"4453","APPLE","Rajesh kr Rajnish",2018-11-22,"1","Very disappointed with MacBook Air"
"4454","APPLE","Satyam Raj",2018-11-22,"4","Honestly apple is great company but it should make the phone at that price at which a common man afford it."
"4455","APPLE","Aaron",2018-11-22,"3","Apple is alright but the staff is another story."
"4456","APPLE","Polly Davis",2018-11-22,"4","great phone all the time!"
"4457","APPLE","Joel Shajoo",2018-11-21,"5","It was bloody…awsomeeeeeeeeeee"
"4458","APPLE","Prakriti Vashisht",2018-11-21,"1","A BIG TO APPLE AS THEY HARASS PEOPLE…"
"4459","APPLE","John Arbuck1e",2018-11-19,"1","fk this service"
"4460","APPLE","Carl neal",2018-11-19,"1","APPLE has continuously disappointed me…"
"4461","APPLE","Dan Frost",2018-11-16,"1","Their customer service SUCKS!!"
"4462","APPLE","The incrediblemobs",2018-11-16,"1","me no lice apple Just buy a minecraft…"
"4463","APPLE","Jennifer Yen",2018-11-15,"3","I don't really like the company but…"
"4464","APPLE","John Miller",2018-11-14,"5","I Love apple"
"4465","APPLE","Mat",2018-11-14,"1","Unfortunately"
"4466","APPLE","Anu Reddy",2018-11-13,"1","zero."
"4467","APPLE","Alyssa Kesaris",2018-11-13,"1","Enough is enough"
"4468","APPLE","Jess",2018-11-13,"1","I HATE APPLE"
"4469","APPLE","Rami",2018-11-13,"1","Apple are a criminal organisation"
"4470","APPLE","James Darby",2018-11-12,"5","No problem!"
"4471","APPLE","Jennie",2018-11-12,"5","Great customer experience"
"4472","APPLE","Michael Muresan",2018-11-12,"2","Apple Watch Series 4"
"4473","APPLE","Customer",2018-11-11,"2","I was a die-hard Apple fan once upon a…"
"4474","APPLE","Clive",2018-11-11,"5","Apple Bluewater"
"4475","APPLE","Nick",2018-11-11,"5","I recently purchased a pair of AirPods…"
"4476","APPLE","DEBBIE",2018-11-10,"1","I have just bought a iPhone XS Max with…face recognition is useless"
"4477","APPLE","Cyndi Carrillo",2018-11-09,"2","Trying to understand how my kitchen aid…"
"4478","APPLE","Cry Stal",2018-11-09,"1","WADE FROM THE ONLINE CHAT SUPPORT TEAM…"
"4479","APPLE","Christine Groves",2018-11-07,"1","Rubbish costumer service"
"4480","APPLE","Daniela Micu",2018-11-07,"1","Worst customer service"
"4481","APPLE","Rohit Kumar",2018-11-05,"5","brand identity"
"4482","APPLE","Coater",2018-11-05,"5","Bought my Iphone X 256G this year"
"4483","APPLE","Maureen",2018-11-05,"2","iPhones suck"
"4484","APPLE","Nadia",2018-11-04,"1","An update.."
"4485","APPLE","Ebonee thompson-weaver",2018-11-04,"5","Kind caring and very easy to…"
"4486","APPLE","Daphine Clark",2018-11-04,"1","This is the worst phone that I have…"
"4487","APPLE","A Billinge",2018-11-03,"5","Absolutely amazing Customer Service!"
"4488","APPLE","John",2018-11-03,"5","Amazing"
"4489","APPLE","Susan Pu",2018-11-02,"1","Don't buy a lemon from Apple"
"4490","APPLE","Claudia",2018-11-01,"1","Apple Customer Service is disgusting!"
"4491","APPLE","Debbie Ann",2018-11-01,"1","Always been a big Apple fan but sadly…"
"4492","APPLE","Phil",2018-11-01,"4","IPhone XS"
"4493","APPLE","Trent Hobson",2018-10-31,"5","kate thanks for your help today spent…"
"4494","APPLE","Markus Channel",2018-10-31,"3","Really high quality but overpriced"
"4495","APPLE","SaveTheKillerWhales",2018-10-30,"5","Simply the best hardware and software…"
"4496","APPLE","Jokubas Tumasonis",2018-10-29,"5","So I bought an iPhone SE a long time…"
"4497","APPLE","R-K",2018-10-29,"1","Do not trust this company…"
"4498","APPLE","burgicon",2018-10-28,"1","very bad where is the new samsung s9"
"4499","APPLE","John Mac",2018-10-27,"1","Holy God what are these people doing 15…"
"4500","APPLE","Siuksle Gmail",2018-10-26,"2","Tried to reset my apple ID password as…"
"4501","APPLE","Michael Jeon",2018-10-26,"1","NEVER BUY APPLE PRODUCTS"
"4502","APPLE","Lambourne",2018-10-26,"1","I thought I might give them a second…"
"4503","APPLE","Geo",2018-10-25,"1","apple tried to charge me £904.40 fix my…"
"4504","APPLE","Amanda F",2018-10-25,"1","Updated my mac to latest OS and now its…"
"4505","APPLE","Callum Halpenny",2018-10-24,"1","I ordered a pair of Apple AirPods…"
"4506","APPLE","Imani Cunningham",2018-10-24,"1","SOME BULSH*T"
"4507","APPLE","Peter Z.",2018-10-23,"5","No. 1 Tech Company out there! Excellent!"
"4508","APPLE","Brad Dusek",2018-10-23,"1","Worst company that exists"
"4509","APPLE","Deanna",2018-10-22,"1","Purchased an Apple iPhone8 Plus 2-3…"
"4510","APPLE","Donna",2018-10-22,"1","If I could give less"
"4511","APPLE","Sebastian",2018-10-21,"4","Purchased the latest MacBook from Apple…"
"4512","APPLE","Bijay Nayak",2018-10-21,"1","Bad Service"
"4513","APPLE","mike rizza",2018-10-20,"1","Can't get a simple question answered if…"
"4514","APPLE","Mac",2018-10-19,"1","Their products are over priced junk"
"4515","APPLE","Josh Trost",2018-10-19,"5","Reliable and easy."
